"epci2018";"FAM_1";"FAM_2";"FAM_3";"FOR_1";"FOR_2";"FOR_3";"EMP_1";"EMP_2";"EMP_3";"EMP_4";"EQU_2";"EQU_3";"EQU_4"
"200022986";12,8011764451934;8,07801308708358;6,97966335370487;40,2414486921529;34,6346661070926;10,472726536161;9,62514062050707;75,4241919840437;32,5349375426367;19,1750667364169;24,2929097249128;29;21,1
"200023075";10,4037520394739;8,62477470950731;8,57974748316518;29,6918767507003;66,5819331217804;15,4975704602067;11,2487140521682;64,5661721528971;32,134888457256;12,8185191901912;35,5040142729706;16;20,3
"200023125";14,3810710291561;8,41844594814126;10,0021619385909;35,6280193236715;48,9100919284232;11,9210007608349;10,3993661393675;84,6433588958844;20,6606542391402;12,2137375981429;10,4436592069101;24;0
"200023240";16,2217531504029;11,8653742284665;11,0594335166564;12,1693121693122;60,1988428216163;17,4369936878153;14,1063520578653;82,054880949193;25,1493705617148;15,924802853685;21,0109622411693;16;0,400000000000006
"200023299";16,0460527494214;9,2058362769051;7,09479493546073;40,301724137931;56,0897003393867;8,06788943997236;7,53315200636132;78,6544628000738;21,9900933145751;36,4131790176463;13,1666666666667;8;21
"200023307";13,8525866912261;13,5973227859305;8,18938702911169;53,0081300813008;61,6960265405074;24,6659769982442;17,3149614189056;69,7621833551623;27,8275501526934;17,4996262390816;24,6478873239437;6;4,40000000000001
"200023372";15,7492007840904;8,20719626937338;5,24810979216344;59,3984962406015;40,7064357149592;7,28298435658596;5,4900064136411;69,8719972702213;25,3469525074124;30,8002465542607;12,2052704576976;4;3
"200023414";18,1282668118124;10,9877946913288;9,43857897382623;47,8671586715867;56,0028053969836;16,5218794415465;16,267149953535;78,069980773105;26,6537575608369;15,7284836691753;17,8452012383901;15;0,200000000000003
"200023620";11,7488200444589;8,51285190344893;8,20789082485377;24,5551601423488;42,1480235738489;12,1784879513107;8,82439140146653;66,3564819786648;30,3200591643878;16,198523812528;22,1820809248555;21;0,0999999999999943
"200023737";15,9646382038169;8,52670945246546;5,58568463354298;36,9897959183673;53,0514622427645;16,5134514532463;14,4857241726913;69,7388922104048;26,9577268269119;14,5882967465986;34,2190889370933;4;8
"200023778";8,54183543011042;9,17294192898882;5,49357284951166;28,8389513108614;65,5216662756861;20,1744895481726;15,6721289883221;77,922360133673;32,6017487503432;16,0571531922647;23,3482142857143;11;3,7
"200023794";11,6400250258872;13,5373597672886;6,91085518991704;51,0440835266821;63,0328967830972;23,5219374046449;16,8668612539827;73,1962986466264;34,0879660466126;21,2208214077219;42,3828125;11;2,09999999999999
"200023919";11,5712639324497;11,7312384909774;11,3024267903505;12,1693121693122;61,8318149400788;20,7093665974468;15,6018083892376;86,8998470034495;26,8447876662403;17,9897462396986;19,3412162162162;21;11,9
"200026573";12,298083930065;12,1571074493204;9,7105253287643;52;63,5658875721597;20,4964174711001;13,9976161506764;81,2006291584219;26,4813108592442;15,4722316516378;26,8292682926829;6;23,8
"200027027";8,66055651573367;8,52292739692068;9,12091285872172;28,7647315582715;58,6277871316448;14,2803112083608;12,2682410430976;76,7169082457551;31,9164262291384;18,8486864064504;19,5544554455446;14;1,8
"200027076";12,4650581527526;11,5681412109179;6,05516168671618;28,5359801488834;66,7731942993622;24,3953048334056;13,5414654096057;89,2412833261424;30,4690997370303;17,0369313161257;41,8859649122807;21;61,1
"200027100";14,4653028468405;13,2799072431982;4,89411600240887;0;54,3623168286107;19,2739494382954;14,6582493060879;77,6148698538586;25,1579756091346;15,8107265262765;16,5137614678899;10;5,2
"200027183";21,3186425013779;18,2259533015488;8,57320597795149;34,1059602649007;56,9396034335607;27,1933775716075;21,2021936261491;69,6771331739682;28,6561858205739;16,4319614444607;15,8062183658713;8;1,3
"200027217";13,8510275306086;10,598684057854;4,08100788944938;75,1756440281031;60,7047587949579;26,6167026907953;17,0193379322096;68,8345985849183;23,3890198932137;15,4895817237722;33,6065573770492;4;6,90000000000001
"200027308";8,7778730978376;9,37470807726865;8,88535461196495;37,0629370629371;63,0725048475359;17,4242597608119;11,0959789384267;75,7862234233858;31,8875633447751;18,9002610606032;53,4313725490196;17;47,6
"200027548";33,7176292921485;19,3512378524031;28,8002920902789;80;68,8371690525144;27,2025360412097;38,3603801389113;78,9885127822972;18,3152067914041;25,2200962842881;2,85520054384772;60;12,2
"200029734";10,9271618103263;10,7183469824441;5,32617340467801;14,5348837209302;65,6044207779308;23,414671422583;12,7145674333743;78,0375998452557;32,1161318983288;20,6330198794033;52,1112255406797;10;9,7
"200029999";9,71739270999367;9,60742693290151;9,63507017105877;77,1345875542692;56,8267978566079;17,9992366803966;11,9910275790031;80,1054485044716;32,1150596606718;16,4772444423749;21,8201754385965;18;17,8
"200030195";18,4704488576196;12,7880668647402;7,3279280922341;29,7927912240989;50,0502235339313;16,2465694305668;14,4999879820547;72,6903104221393;25,1955757055267;13,7233924219927;8,36277974087161;14;6,09999999999999
"200030385";13,7115300281983;10,0080465220754;9,27861406214313;53,1788793103448;55,622466698923;17,754875578226;13,2467171856403;74,5096547623002;23,3097994196347;15,3133344837427;20,8775654635527;10;5,8
"200030435";14,736977407924;10,5886615761905;5,52581205360282;50,9677419354839;61,8989249861209;19,9361145910977;14,2342908761975;78,8008249356619;28,8291068014103;18,9594623501057;46,6666666666667;9;5,59999999999999
"200030526";10,9651326228056;9,02734901483989;8,73676793597099;68,5512367491166;60,879070137728;18,045780612757;12,3742878909297;77,9636422715703;33,7392668885617;18,0085749232276;22,7899432278994;21;3,5
"200030633";15,9936800859157;16,6763428316568;11,9842256797294;67,1916010498688;68,8999186544037;28,1475205105947;22,2291464006895;86,3104127107347;29,756985177477;19,1410510637552;23,6227824463119;12;1,40000000000001
"200030658";11,1293256143405;7,92118984274331;8,6464305956671;45,5032860601868;44,4738604189086;10,1193463834419;10,2342094635365;82,0246616677774;44,3401475970242;22,4351585371629;44,1860465116279;17;47,3
"200030674";14,8863216512397;13,4568328632896;7,25680237432929;38,6554621848739;66,2209310637553;20,8326745058671;17,0095429975792;80,0608910579154;27,8414127878069;19,3727538055942;27,4114972393634;9;2,09999999999999
"200032514";13,190054443764;12,1491976225375;8,10301186338122;48,2115085536547;67,1613390508156;23,3490504235402;14,995686757414;91,6335215463169;26,3714448207722;27,1657715692062;56,9721115537849;18;7,7
"200033025";14,2565313164542;11,6355144086178;7,06481070227347;72,0748829953198;62,2506175922651;20,8734643901073;14,165920405789;82,0691456857795;28,4299132851299;15,0622712023708;28,8680509042197;7;9
"200033090";10,0567911741083;7,44696429511854;10,8033552827183;27,0824151608638;46,0133527986733;14,0016806387062;7,70901907744738;80,9281695509382;26,7811450798344;14,1604850069729;24,2548217416715;29;6,09999999999999
"200033116";14,4406166154152;12,0972876916899;10,4688831806949;27,9932546374368;60,9400634556713;20,8296528952467;16,4249153718449;64,9240187974226;20,8078823566094;18,1202580755664;17,4603174603175;10;4,09999999999999
"200033173";10,6258634654477;8,39241623420486;9,40364641253673;26,6255605381166;31,4963990836092;7,22417850496756;7,91363930062861;76,2138027578312;25,2405042918737;11,9647790960208;25,2113758647194;22;0
"200033181";14,3651101992011;8,43653544405173;9,55708442302693;26,7148014440433;55,3546450541151;16,1651721130938;12,5672507504453;74,3217447888193;24,7041442396541;13,2606515296629;24,3584576111783;15;2,3
"200033207";17,3799026115179;16,180704853156;8,59614946258821;54,8802946593002;70,7858580453524;27,2471109207027;20,5374852222976;86,1357556181383;27,4734866132718;14,9836331762593;6,55021834061135;4;4,5
"200033298";9,08600087517049;8,83424865140443;10,9757720322916;69,2307692307692;67,9571631452083;14,2798079536637;10,6095542745137;80,4516612134434;25,4935165686118;18,4848575752111;41,1176470588235;10;15,3
"200033579";16,999808997888;11,860276542562;9,26301007377375;64,6494156928214;52,9957299949202;19,8824420069081;15,0009948836796;70,7028148120505;28,2472732066383;15,0171693623967;27,6806722689076;11;0,700000000000003
"200033827";19,7324689709966;20,4829924769818;6,90204591944459;28,9719626168224;57,1653266742748;26,6029546394163;20,7804622491224;82,7909660010563;28,3010297805131;18,0071944112038;30,3462321792261;12;52,9
"200033868";13,6443607605264;12,7433427755165;8,09527236133583;59,4936708860759;71,6643819810091;21,0670956526112;18,7687306957076;72,00015328502;35,6143509852658;17,3767743134684;15,0966183574879;12;13,3
"200034023";12,894090143338;9,91614784483661;6,77829542521613;22,8813559322034;47,9735743030664;14,6669209975917;10,9270285061335;79,5473947964149;33,6451961000328;16,7405926793837;19,6926032660903;19;1,40000000000001
"200034031";11,0461019513184;9,99046164713961;5,4980310717104;53,5022354694486;56,508113225999;13,6081159197921;10,1208602874902;92,0465222650089;39,0539209644908;21,7895388298461;46,9135802469136;18;45,3
"200034049";10,2877694107604;10,3440450325167;6,21049860123377;53,5022354694486;57,5946030873599;15,7938610559266;13,725460422431;94,809894289332;36,5961738256801;15,9291828577306;30,9782608695652;22;33,9
"200034056";11,7933859980618;9,92900494158571;6,98293400578197;55,9925093632959;54,2355585916457;11,9917591949207;11,580920095402;92,2166458086717;45,7338727346709;21,950231073144;36,6632337796087;18;21
"200034064";17,6423816109684;10,0750389530271;3,97930229965456;53,5022354694486;51,7495078306211;18,269923506096;14,1353389921471;87,0925690893221;46,6843072966362;22,6090520536751;57,7142857142857;8;62,6
"200034098";13,7417657554634;6,44789064240664;5,34685943007052;27,9932546374368;47,9539885432778;8,63416282962401;6,3940162785341;76,8612529076996;24,1348471868603;33,58378953954;22,6006191950464;12;13,8
"200034130";8,56989139129442;12,931528268344;9,26049419747122;18,2082216264522;30,557200309924;8,78545457592188;8,65187686562342;68,4620897454845;33,0934917823959;16,7810741094987;20;32;0
"200034197";10,3495296812357;12,5372446609061;6,71360919415906;46,046511627907;63,9443921829119;22,6925928484418;15,95503582177;89,1617404956181;30,5281030551148;21,6658029533722;58,2381729200653;13;5,7
"200034205";17,5044594772615;23,1946042689383;4,96352694867147;33,804143126177;57,1163677899986;29,38858388655;20,2440004499729;84,4910242403479;32,5323211958229;21,9048121181137;38,2075471698113;16;36,7
"200034270";11,595593133304;8,20323219360515;7,61863373012533;61,25;55,1264101654627;14,0066034987987;10,9751962102209;73,0719138760847;34,2619351414496;15,753726568464;20,5905205905206;14;2,7
"200034379";13,9928553013637;12,8725405813418;6,32566252848186;35,6353591160221;51,1451308937819;20,0175428394539;16,515537249426;71,7804440240562;38,421932868824;21,2941154943485;28,2051282051282;11;7,2
"200034411";13,9099559957422;12,9915359306717;6,79088974709632;59,6412556053812;54,3985921669152;20,2609283902783;17,237185111907;73,1814582626589;38,482587513772;23,4562337109499;34,17004048583;15;10,5
"200034601";16,2601816793961;12,6102855692604;4,50580803739606;59,6412556053812;53,6389636852122;18,8990739440915;17,9364108633779;83,2021371998938;42,6909753983959;18,9667173699312;23,5059760956175;6;79,9
"200034635";9,90073507458792;5,09132064699361;5,89718644993405;30,484553865454;43,8799781237316;7,61215090940662;6,07323787347063;75,4762887113041;28,6765872246694;11,6944625803268;36,7571533382245;23;7,2
"200034692";13,9519032126509;16,9263773164644;8,37865970429617;68,3195592286501;56,0898126158457;21,7640933492182;17,5592226828807;76,8756272668715;34,3580923030515;17,714459098816;14,8856858846918;14;13,9
"200034700";15,612286932812;13,3196195520871;7,80335693224467;54,8311990686845;55,5396577527131;20,1791189165525;16,7052668687335;76,7873617488756;28,8842899574325;16,9965998809166;15,7809462086844;9;12,3
"200034718";15,0527811161519;19,1051391022842;9,89681158183296;75,9668508287293;69,8513237151475;26,418413384137;20,1048001973299;79,5538795249495;30,6218710093515;13,9904747780347;35,4744525547445;7;8,8
"200034726";14,3807876902449;9,61395565019497;6,89279908986443;62,5463535228677;54,7034278213631;12,7006255247044;10,1984214664783;89,9482808750499;28,121922506225;22,5234256468604;50;17;14,4
"200034825";14,7816981930317;9,04351444196583;5,61659024408166;50,609756097561;57,9857215033236;20,8292014190785;11,8343650909712;73,4220555411583;22,4123756423006;12,9722079001744;27,4615384615385;9;5,5
"200034833";10,7989855290058;12,1188084240404;4,14828961835665;50,4975124378109;63,0280228093723;21,4097971749269;15,7507230543408;85,9678515192411;30,1586790240357;19,3168539954233;52,5851197982346;7;14
"200034874";8,86453018730965;13,6382293284398;9,5933290899117;51,9287833827893;60,3416856561677;15,6109439577772;12,8544338706213;81,0639459826068;30,9389214105518;25,6524038350724;64,9025069637883;17;51,8
"200034882";13,2764394113994;7,5920296619778;6,27321730138058;57,0502431118314;51,0185038831178;8,44125635124855;6,90197868771966;77,2805971959567;27,8553601079367;24,3370437165561;14,4886363636364;5;1,8
"200034957";12,4737347752383;8,27711823529232;6,65000399405357;47,6190476190476;44,6384283043399;14,6090160254149;10,5963048275214;76,4917051428854;27,5367860306977;13,8588548466868;18,43233312921;23;1,3
"200035087";13,5589800876609;12,2498649154846;7,20521878662726;45,3529411764706;56,2532394156777;19,3531753401738;14,7396237368648;82,4784789319558;32,4496693042535;18,5437494033387;20,3331238214959;16;0,700000000000003
"200035103";10,1698138729149;9,6215013104239;9,12385935826269;27,4576271186441;62,796893133535;15,9698924707341;12,4259344939367;90,8152465903366;28,9438977492058;14,9580682841957;76,7441860465116;14;27,5
"200035111";10,8747776164884;8,57506987423071;9,81831374046666;0;66,6586818638106;15,0452132756054;12,225334498123;81,6939256786114;27,3170688840841;14,5793171060405;47,8502080443828;12;31
"200035129";16,868449703256;18,5911192134121;6,21760054483634;59,6412556053812;66,2774728872873;29,9368905991153;25,462041991321;80,617585718901;39,0904975690285;22,0571647940702;45,8041958041958;10;9,8
"200035137";10,2886666433661;12,1746466137087;4,11395861266644;52,5641025641026;70,1753044194734;16,3265109482248;12,4622478734642;83,2889456842301;38,9729755248344;18,0663542906263;47,3684210526316;9;60,7
"200035202";10,6419149592354;8,19765691819762;9,18394313685549;53,6842105263158;62,8324205093447;15,4421096631842;12,5781005857205;79,9600521610791;33,6576421237583;19,0375913086974;32,4263038548753;14;1
"200035319";14,0380449778797;15,2471127968019;5,58293630423986;46,1261261261261;54,7936618375807;22,9323444716206;17,5251469693674;70,783974031327;25,6387758587586;14,9337032445218;9,55161626694473;8;0,200000000000003
"200035327";8,33591312748187;11,5282211733098;4,03933933496322;36,9897959183673;57,026462991116;18,053070208949;13,3298063524748;64,9538119840153;33,297247254392;17,1148735783014;39,2265193370166;11;36,7
"200035442";12,1148594405644;14,5647011502902;11,063576107312;100;63,8186651590359;19,8285089244575;13,285432991394;71,8606208301159;29,0714350747472;25,8454887369531;49,6153846153846;15;23,7
"200035459";16,9079534580168;11,1719331531762;7,4053664697609;59,5850622406639;54,5564274309097;17,4975097829602;14,1855939524837;72,3070749555119;24,3847602468248;14,6872838000261;24,43578169881;13;5
"200035533";12,9138716794784;9,07578172705445;5,86537186700009;46,4664310954064;58,5417305907829;18,901628621813;12,5081848042711;62,4146772427434;29,8719113092228;23,631930110668;41,7314095449501;10;6,90000000000001
"200035541";9,99691090602509;11,414679403814;5,03870643003872;100;63,7323418956991;17,2273341946745;14,1711492757854;69,6521634605323;30,590603053408;21,0714284013011;49,0566037735849;15;47
"200035632";13,1335745474683;13,1254994025211;5,73489022969057;63,8157894736842;62,5221208444388;15,2495717509863;11,9906215181196;75,7202602084619;29,7566083934888;19,0368375086168;70,7142857142857;9;31,3
"200035665";16,6618147592794;12,86969380089;11,1369753972309;67,2680412371134;60,1454591163785;20,2111237615998;15,5184775254467;62,8379693968627;19,8562959896782;20,7827252351201;19,3307655272027;13;0,700000000000003
"200035707";13,8378664007759;14,5477132513199;9,15824641359214;53,0612244897959;56,3803297013101;25,621022141406;18,2293424338503;82,4155488679108;30,5368832324079;23,0694892793249;38,7904066736183;17;29,9
"200035715";16,8821214755188;14,2410886568217;7,67928590911683;30,3298471440064;54,9477158168896;24,016859653709;19,9910103024805;78,9014842798671;31,8346680874148;17,3694488508127;19,5548489666137;6;12,1
"200035723";15,1999513424527;13,9245361005818;5,85386855155589;38,6117136659436;54,0186504411049;21,3010006010571;17,8438179599288;76,6389059458689;35,8940029255699;22,3256672541395;28,997867803838;14;30,2
"200035731";13,5705052585002;11,1017710857493;8,62774488183783;53,1326281529699;62,3352234352839;19,269888249013;15,6614987250603;77,6435500953459;31,4963218680507;14,379335792587;23,719165085389;11;4,8
"200035756";6,29363154850983;9,3499310636052;5,7866540240618;56,9105691056911;58,3846076948503;18,6269124920356;11,9420686510486;88,3337391058208;41,5650896242503;24,8734935114177;82,4281150159744;15;17,8
"200035764";10,2183750202069;6,82767720832753;8,40687720228269;30,6017925736236;57,7056970641559;14,4561292754528;9,00710744614315;77,8957984834735;16,7720541809766;16,2643466682808;28,8530465949821;18;17,8
"200035772";9,71005834480407;8,00073411310704;9,76673238466618;28,4651162790698;55,2669894425759;14,3167620909019;8,77906460424905;87,1441011989;35,5174159080099;17,3005274973421;60,9473684210526;26;27,7
"200035814";11,428957523427;10,4068924879001;8,90312096345078;56,8627450980392;67,3133705635851;19,1113239516003;14,1200817736403;78,4244959431954;29,2231045894514;18,4367878482673;38,1043745203377;8;5,5
"200035848";9,63213423861449;10,9370794222534;3,96572024112227;45,6277056277056;72,510555597052;18,395051866608;14,4615944189479;91,3761736378298;20,2203608864737;15,3753790441509;48,2233502538071;10;44,5
"200035855";13,8457678936242;12,4962006362159;7,69715008035061;53,0612244897959;52,8854495466253;20,721909604782;17,0125086642977;74,2816626235859;31,1228022799106;18,9469393707587;34,3629343629344;10;9,2
"200035863";14,4018532378566;17,0026603529923;6,44215945929383;32,56288239293;59,9738171122341;30,2706942455847;20,3849956476788;80,4681864075504;36,1915499244641;18,4966675794068;27,0658682634731;10;17,6
"200035970";9,74665678143698;6,41400799257222;9,63771314891604;49,3243243243243;44,6545536710543;11,2825328691239;8,32436363183542;81,1438682069756;20,4923636757697;16,2053717858823;30,936947554508;24;4,7
"200036069";11,9740106013154;10,249271531046;8,19585434020281;34,1463414634146;66,1793153647747;18,6173787136841;12,0174654826279;79,517888590039;24,4826893562079;15,849816751456;53,5380507343124;9;2
"200036077";13,8296054812163;14,0988479443201;4,34350865670882;6,20347394540943;55,1253113985509;24,105210674875;18,4730054319195;79,3061351534215;23,1733555341442;15,8340413182511;15,4243860404998;5;3,8
"200036135";13,2095434477224;11,6934475082867;5,73942101363034;28,5359801488834;70,3510958812471;25,9836390682341;17,0852551290832;82,8927869446939;24,7429695317641;13,4441466548761;32,2324966974901;3;2,7
"200036150";12,5715068445912;14,4467083128125;7,56857455141041;53,4526854219949;72,1782452667494;21,8948023049435;15,8968191174494;89,7302993279212;37,534965505534;19,675673355425;58,6466165413534;11;30,6
"200036465";12,9533597922421;12,8946955302935;7,81422150368072;76,0834670947031;59,9283925223404;19,7875380767655;12,8272362130454;79,4430613661315;30,1585520536438;15,8014791119365;19,7233606557377;14;0
"200036473";13,5444719191068;10,5865554075877;5,77269195078345;41,9676214196762;59,316381401306;19,3727932994528;14,4710473223032;75,623466949418;28,7212173925285;16,3984587474082;27,630637079456;11;5,40000000000001
"200036499";16,9098156709954;19,787390839331;5,51840312112533;33,804143126177;50,6302103246619;21,1812661973707;14,9321472723774;82,5526901518564;22,2640151867443;13,7122951342388;28,8939051918736;22;22,3
"200036523";12,4453005751873;11,6809713638054;6,33539648665573;53,0081300813008;63,1842081803914;21,2827854046791;13,9818940642052;81,6455058775426;33,6573673017559;24,0285289401315;51,1737089201878;10;25,5
"200036549";13,5061208440226;13,0183539180334;8,95641382851416;40,9799554565702;65,9329919272823;18,9554325779767;15,2110288149554;89,4537708766443;34,0943429793364;15,8204662113281;44,0343347639485;10;12,5
"200036572";13,2402212696663;9,9049881451958;6,49508612744997;59,5850622406639;56,1409050710326;15,5255872173206;11,5686837970209;91,0956849831047;40,9857464409443;22,9377782625044;45,6204379562044;24;37,8
"200037059";14,3668974287411;17,0808416713942;9,24225708199354;36,241610738255;69,1326896143971;26,6453554631387;20,7880090184476;74,3945305090843;31,215668590963;20,8400744873156;45,3691275167785;11;17,3
"200037133";14,3445372995925;12,618322403593;12,3809905730002;50,5674653215637;62,780696797923;20,2587419482142;15,5691753805193;81,28085642648;24,7355046228247;15,0639210988526;26,780487804878;14;11,8
"200038958";15,2923481498091;16,3875016751219;4,31570537297033;44,9373191899711;49,0369436703733;20,8839219470145;13,8563259609685;80,2971313951679;24,2112481734875;15,3690877049019;40;28;51,3
"200038990";8,78171937637155;7,37010543934066;11,8431494646535;63,0057803468208;59,1267097658337;13,4774991088908;9,18960635323063;70,7958302527771;24,560834735804;20,5461334000154;24,2526790750141;14;5,8
"200039022";9,12517144993718;5,66761870139425;11,6271519290896;51,6355140186916;56,7053413346663;11,4458165674503;8,61039019261533;62,5061480264212;25,8547512258507;17,6809341211912;24,0858208955224;13;4,90000000000001
"200039055";7,51757300881746;4,69312343404325;6,72933086468859;32,876370887338;45,4881656398367;8,93938278801844;7,1685020335444;95,565125251508;35,4461775021278;20,9944822234551;39,9693721286371;30;20,2
"200039063";7,10305421108155;7,36136970865516;7,7288432108418;32,876370887338;49,2946344118057;13,3357708306243;7,66636309356162;86,068617057119;35,5532379711709;18,6334000682994;63,6923076923077;26;44,8
"200039204";13,2702443866231;12,3242931131981;6,60977017212342;69,8292220113852;59,8703086583764;19,1746476817491;13,8213477763091;83,8816584548637;33,2209514697083;16,8577303894618;28,2235939643347;12;4,59999999999999
"200039519";11,8770498955432;9,52741621750466;4,86854494578175;36,9897959183673;56,2334611272031;19,8234856335259;13,3310612899063;79,8094925705716;31,5094566554337;16,7964664879379;44,7852760736196;14;36,3
