"epci2018";"FAM_1";"FAM_3";"FOR_1";"FOR_2";"EMP_2";"EQU_2";"EQU_3";"EQU_4"
"200029999";9,71739270999367;9,63507017105877;77,1345875542692;56,8267978566079;80,1054485044716;21,8201754385965;18;17,8
"200030195";18,4704488576196;7,3279280922341;29,7927912240989;50,0502235339313;72,6903104221393;8,36277974087161;14;6,09999999999999
"200030385";13,7115300281983;9,27861406214313;53,1788793103448;55,622466698923;74,5096547623002;20,8775654635527;10;5,8
"200030435";14,736977407924;5,52581205360282;50,9677419354839;61,8989249861209;78,8008249356619;46,6666666666667;9;5,59999999999999
"200030526";10,9651326228056;8,73676793597099;68,5512367491166;60,879070137728;77,9636422715703;22,7899432278994;21;3,5
"200030633";15,9936800859157;11,9842256797294;67,1916010498688;68,8999186544037;86,3104127107347;23,6227824463119;12;1,40000000000001
"200030658";11,1293256143405;8,6464305956671;45,5032860601868;44,4738604189086;82,0246616677774;44,1860465116279;17;47,3
"200030674";14,8863216512397;7,25680237432929;38,6554621848739;66,2209310637553;80,0608910579154;27,4114972393634;9;2,09999999999999
"200032514";13,190054443764;8,10301186338122;48,2115085536547;67,1613390508156;91,6335215463169;56,9721115537849;18;7,7
"200033025";14,2565313164542;7,06481070227347;72,0748829953198;62,2506175922651;82,0691456857795;28,8680509042197;7;9
"200033090";10,0567911741083;10,8033552827183;27,0824151608638;46,0133527986733;80,9281695509382;24,2548217416715;29;6,09999999999999
"200033116";14,4406166154152;10,4688831806949;27,9932546374368;60,9400634556713;64,9240187974226;17,4603174603175;10;4,09999999999999
"200033173";10,6258634654477;9,40364641253673;26,6255605381166;31,4963990836092;76,2138027578312;25,2113758647194;22;0
"200033181";14,3651101992011;9,55708442302693;26,7148014440433;55,3546450541151;74,3217447888193;24,3584576111783;15;2,3
"200033207";17,3799026115179;8,59614946258821;54,8802946593002;70,7858580453524;86,1357556181383;6,55021834061135;4;4,5
"200033298";9,08600087517049;10,9757720322916;69,2307692307692;67,9571631452083;80,4516612134434;41,1176470588235;10;15,3
"200033579";16,999808997888;9,26301007377375;64,6494156928214;52,9957299949202;70,7028148120505;27,6806722689076;11;0,700000000000003
"200033827";19,7324689709966;6,90204591944459;28,9719626168224;57,1653266742748;82,7909660010563;30,3462321792261;12;52,9
"200033868";13,6443607605264;8,09527236133583;59,4936708860759;71,6643819810091;72,00015328502;15,0966183574879;12;13,3
"200034023";12,894090143338;6,77829542521613;22,8813559322034;47,9735743030664;79,5473947964149;19,6926032660903;19;1,40000000000001
"200034031";11,0461019513184;5,4980310717104;53,5022354694486;56,508113225999;92,0465222650089;46,9135802469136;18;45,3
"200034049";10,2877694107604;6,21049860123377;53,5022354694486;57,5946030873599;94,809894289332;30,9782608695652;22;33,9
"200034056";11,7933859980618;6,98293400578197;55,9925093632959;54,2355585916457;92,2166458086717;36,6632337796087;18;21
"200034064";17,6423816109684;3,97930229965456;53,5022354694486;51,7495078306211;87,0925690893221;57,7142857142857;8;62,6
"200034098";13,7417657554634;5,34685943007052;27,9932546374368;47,9539885432778;76,8612529076996;22,6006191950464;12;13,8
"200034130";8,56989139129442;9,26049419747122;18,2082216264522;30,557200309924;68,4620897454845;20;32;0
"200034197";10,3495296812357;6,71360919415906;46,046511627907;63,9443921829119;89,1617404956181;58,2381729200653;13;5,7
"200034205";17,5044594772615;4,96352694867147;33,804143126177;57,1163677899986;84,4910242403479;38,2075471698113;16;36,7
"200034270";11,595593133304;7,61863373012533;61,25;55,1264101654627;73,0719138760847;20,5905205905206;14;2,7
"200034379";13,9928553013637;6,32566252848186;35,6353591160221;51,1451308937819;71,7804440240562;28,2051282051282;11;7,2
"200034411";13,9099559957422;6,79088974709632;59,6412556053812;54,3985921669152;73,1814582626589;34,17004048583;15;10,5
"200034601";16,2601816793961;4,50580803739606;59,6412556053812;53,6389636852122;83,2021371998938;23,5059760956175;6;79,9
"200034635";9,90073507458792;5,89718644993405;30,484553865454;43,8799781237316;75,4762887113041;36,7571533382245;23;7,2
"200034692";13,9519032126509;8,37865970429617;68,3195592286501;56,0898126158457;76,8756272668715;14,8856858846918;14;13,9
"200034700";15,612286932812;7,80335693224467;54,8311990686845;55,5396577527131;76,7873617488756;15,7809462086844;9;12,3
"200034718";15,0527811161519;9,89681158183296;75,9668508287293;69,8513237151475;79,5538795249495;35,4744525547445;7;8,8
"200034726";14,3807876902449;6,89279908986443;62,5463535228677;54,7034278213631;89,9482808750499;50;17;14,4
"200034825";14,7816981930317;5,61659024408166;50,609756097561;57,9857215033236;73,4220555411583;27,4615384615385;9;5,5
"200034833";10,7989855290058;4,14828961835665;50,4975124378109;63,0280228093723;85,9678515192411;52,5851197982346;7;14
"200034874";8,86453018730965;9,5933290899117;51,9287833827893;60,3416856561677;81,0639459826068;64,9025069637883;17;51,8
"200034882";13,2764394113994;6,27321730138058;57,0502431118314;51,0185038831178;77,2805971959567;14,4886363636364;5;1,8
"200034957";12,4737347752383;6,65000399405357;47,6190476190476;44,6384283043399;76,4917051428854;18,43233312921;23;1,3
"200035087";13,5589800876609;7,20521878662726;45,3529411764706;56,2532394156777;82,4784789319558;20,3331238214959;16;0,700000000000003
"200035103";10,1698138729149;9,12385935826269;27,4576271186441;62,796893133535;90,8152465903366;76,7441860465116;14;27,5
"200035111";10,8747776164884;9,81831374046666;0;66,6586818638106;81,6939256786114;47,8502080443828;12;31
"200035129";16,868449703256;6,21760054483634;59,6412556053812;66,2774728872873;80,617585718901;45,8041958041958;10;9,8
"200035137";10,2886666433661;4,11395861266644;52,5641025641026;70,1753044194734;83,2889456842301;47,3684210526316;9;60,7
"200035202";10,6419149592354;9,18394313685549;53,6842105263158;62,8324205093447;79,9600521610791;32,4263038548753;14;1
"200035319";14,0380449778797;5,58293630423986;46,1261261261261;54,7936618375807;70,783974031327;9,55161626694473;8;0,200000000000003
"200035327";8,33591312748187;4,03933933496322;36,9897959183673;57,026462991116;64,9538119840153;39,2265193370166;11;36,7
"200035442";12,1148594405644;11,063576107312;100;63,8186651590359;71,8606208301159;49,6153846153846;15;23,7
"200035459";16,9079534580168;7,4053664697609;59,5850622406639;54,5564274309097;72,3070749555119;24,43578169881;13;5
"200035533";12,9138716794784;5,86537186700009;46,4664310954064;58,5417305907829;62,4146772427434;41,7314095449501;10;6,90000000000001
"200035541";9,99691090602509;5,03870643003872;100;63,7323418956991;69,6521634605323;49,0566037735849;15;47
"200035632";13,1335745474683;5,73489022969057;63,8157894736842;62,5221208444388;75,7202602084619;70,7142857142857;9;31,3
"200035665";16,6618147592794;11,1369753972309;67,2680412371134;60,1454591163785;62,8379693968627;19,3307655272027;13;0,700000000000003
"200035707";13,8378664007759;9,15824641359214;53,0612244897959;56,3803297013101;82,4155488679108;38,7904066736183;17;29,9
"200035715";16,8821214755188;7,67928590911683;30,3298471440064;54,9477158168896;78,9014842798671;19,5548489666137;6;12,1
"200035723";15,1999513424527;5,85386855155589;38,6117136659436;54,0186504411049;76,6389059458689;28,997867803838;14;30,2
"200035731";13,5705052585002;8,62774488183783;53,1326281529699;62,3352234352839;77,6435500953459;23,719165085389;11;4,8
"200035756";6,29363154850983;5,7866540240618;56,9105691056911;58,3846076948503;88,3337391058208;82,4281150159744;15;17,8
"200035764";10,2183750202069;8,40687720228269;30,6017925736236;57,7056970641559;77,8957984834735;28,8530465949821;18;17,8
"200035772";9,71005834480407;9,76673238466618;28,4651162790698;55,2669894425759;87,1441011989;60,9473684210526;26;27,7
"200035814";11,428957523427;8,90312096345078;56,8627450980392;67,3133705635851;78,4244959431954;38,1043745203377;8;5,5
"200035848";9,63213423861449;3,96572024112227;45,6277056277056;72,510555597052;91,3761736378298;48,2233502538071;10;44,5
"200035855";13,8457678936242;7,69715008035061;53,0612244897959;52,8854495466253;74,2816626235859;34,3629343629344;10;9,2
"200035863";14,4018532378566;6,44215945929383;32,56288239293;59,9738171122341;80,4681864075504;27,0658682634731;10;17,6
"200035970";9,74665678143698;9,63771314891604;49,3243243243243;44,6545536710543;81,1438682069756;30,936947554508;24;4,7
"200036069";11,9740106013154;8,19585434020281;34,1463414634146;66,1793153647747;79,517888590039;53,5380507343124;9;2
"200036077";13,8296054812163;4,34350865670882;6,20347394540943;55,1253113985509;79,3061351534215;15,4243860404998;5;3,8
"200036135";13,2095434477224;5,73942101363034;28,5359801488834;70,3510958812471;82,8927869446939;32,2324966974901;3;2,7
"200036150";12,5715068445912;7,56857455141041;53,4526854219949;72,1782452667494;89,7302993279212;58,6466165413534;11;30,6
"200036465";12,9533597922421;7,81422150368072;76,0834670947031;59,9283925223404;79,4430613661315;19,7233606557377;14;0
"200036473";13,5444719191068;5,77269195078345;41,9676214196762;59,316381401306;75,623466949418;27,630637079456;11;5,40000000000001
"200036499";16,9098156709954;5,51840312112533;33,804143126177;50,6302103246619;82,5526901518564;28,8939051918736;22;22,3
"200036523";12,4453005751873;6,33539648665573;53,0081300813008;63,1842081803914;81,6455058775426;51,1737089201878;10;25,5
"200036549";13,5061208440226;8,95641382851416;40,9799554565702;65,9329919272823;89,4537708766443;44,0343347639485;10;12,5
"200036572";13,2402212696663;6,49508612744997;59,5850622406639;56,1409050710326;91,0956849831047;45,6204379562044;24;37,8
"200037059";14,3668974287411;9,24225708199354;36,241610738255;69,1326896143971;74,3945305090843;45,3691275167785;11;17,3
"200037133";14,3445372995925;12,3809905730002;50,5674653215637;62,780696797923;81,28085642648;26,780487804878;14;11,8
"200038958";15,2923481498091;4,31570537297033;44,9373191899711;49,0369436703733;80,2971313951679;40;28;51,3
"200038990";8,78171937637155;11,8431494646535;63,0057803468208;59,1267097658337;70,7958302527771;24,2526790750141;14;5,8
"200039022";9,12517144993718;11,6271519290896;51,6355140186916;56,7053413346663;62,5061480264212;24,0858208955224;13;4,90000000000001
"200039055";7,51757300881746;6,72933086468859;32,876370887338;45,4881656398367;95,565125251508;39,9693721286371;30;20,2
"200039063";7,10305421108155;7,7288432108418;32,876370887338;49,2946344118057;86,068617057119;63,6923076923077;26;44,8
"200039204";13,2702443866231;6,60977017212342;69,8292220113852;59,8703086583764;83,8816584548637;28,2235939643347;12;4,59999999999999
"200039519";11,8770498955432;4,86854494578175;36,9897959183673;56,2334611272031;79,8094925705716;44,7852760736196;14;36,3
"200039642";13,4305968660782;8,23406361499524;60,9195402298851;68,7762588233471;91,9353561607357;43,8642297650131;10;33,7
"200039709";8,12230893910202;7,09185876642102;33,3333333333333;63,3328324429488;93,9084398530824;68,5714285714286;15;54,1
"200039758";12,7432657063934;7,15512756651643;33,3333333333333;63,9526132485699;88,4210872300978;42,4304840370752;7;22
"200039808";11,9256569765061;5,20249593264355;33,2863187588152;55,7769443607032;80,5543329890776;34,1098169717138;8;37,7
"200039824";14,8742620669624;7,6449254708217;33,2863187588152;60,3359426478249;73,415036951128;30,4832713754647;13;41,1
"200039832";16,4148903924653;5,05130137550946;33,2863187588152;53,4996804143158;77,8240687529657;46,7120181405896;6;17,3
"200039857";16,1238387548963;7,14766996240169;42,1378091872792;50,1487770668237;79,2918868370431;16,9836439710917;21;10,3
"200039865";17,4020141954954;8,43180799456318;45,5078125;52,0240953425337;66,8057272222015;17,0188871873405;10;0,5
"200039907";10,4304234901987;8,05584162865067;100;50,4984171111095;76,2452734304127;39,0783410138249;23;22,8
"200039915";18,2746712586747;5,8357863094128;26,3864565090485;53,4829165467237;67,9460555241133;17,0984455958549;15;0
"200039931";14,2797466126428;6,75518031082852;29,7927912240989;57,8376700388386;83,8538234087303;24,21875;11;78,5
"200039949";13,9781458095288;7,98749115542405;100;59,4487513101889;85,4737538253513;18,6416696144323;14;0,400000000000006
"200040038";9,95245859226974;8,61718181658414;51,288529560384;63,6537687921159;94,8097392715098;46,013986013986;23;29,7
"200040095";14,4196250587776;6,45035329995324;53,0357142857143;65,7495177079245;85,0550633616562;31,9209039548023;13;7,5
"200040111";12,7505082206106;8,81364916927919;62,7399073461284;52,7276753128661;92,540570516394;28,9752650176678;14;23
"200040137";15,5132050622705;8,25385875066327;51,5508441303494;68,9852452240099;90,178101969567;54,2649727767695;7;38,9
"200040178";10,3159724314191;4,83918756018846;67,0081967213115;65,1879211667126;71,842982494817;19,7201017811705;20;14
"200040202";11,8368401688037;8,40406055730128;32,6530612244898;56,5144201512816;83,9053896304363;21,0639827462257;18;37,7
"200040210";10,504384294609;5,16847452899128;44,1780821917808;56,6230248197441;70,321181821737;20,6896551724138;7;38,4
"200040244";8,4100687321771;10,0088386579772;56,5467625899281;64,4038069924906;72,5501306705502;17,2511179100965;12;15,1
"200040251";10,8810243521064;11,1108006867729;50,5674653215637;60,7572818813239;86,1577449822683;40,6586447118429;21;19,3
"200040277";13,9995435360794;12,5766181112942;70,007423904974;61,8298118453069;77,9122399159299;25,7373020207537;16;3,5
"200040293";10,3839727932272;6,33905922505863;15;56,6044698808176;82,4246941097678;42,6785714285714;10;27,8
"200040350";13,2172289445249;9,6952114262825;60;59,0016281385246;92,0117554910189;25,4381572358538;10;10,9
"200040384";14,5135232551465;5,98485752954987;53,0357142857143;68,2887792531882;85,2319072954507;30,2238805970149;6;1,40000000000001
"200040392";15,2354524583697;5,78147021325259;53,0357142857143;55,759882454515;73,0547049996714;28,975990149805;12;8,5
"200040400";11,5886055416433;5,18168244591979;42;65,1318211036157;80,3422836617919;55,7979334098737;12;20,2
"200040418";9,90521034327052;5,3754699779364;30,8467741935484;61,6581013103392;76,8138884482125;40,2777777777778;9;37,8
"200040426";11,2255330689865;8,85148509502219;51,6923076923077;64,9265768869797;93,3452979913415;43,5098650051921;16;25,3
"200040442";14,8342026956745;7,78594572848231;23,5602094240838;56,2358790717031;72,7835596296384;13,3037694013304;13;6,7
"200040459";14,8113778665189;9,54832533718519;60,7843137254902;54,3138736335627;75,8689201128032;15,5157715260017;5;6,90000000000001
"200040475";8,16347694376564;11,3830783943742;36,1410897604633;63,5777056531995;77,2250449254781;51,6177577125658;16;33,1
"200040491";13,6377702037163;11,0722145395444;37,2307692307692;60,6874706032524;78,8370556324321;25,1195409627032;12;9,7
"200040509";16,9497659075653;8,00524256079697;56,4748201438849;55,9685938278747;66,7641741375115;35,2242744063325;8;15,8
"200040558";11,2746257989111;4,59515628952986;45,6277056277056;73,6403397082781;80,3788952413674;41,8891170431211;10;30,5
"200040566";12,1987480547418;11,7108967898648;84,5703125;64,9135801215582;84,242163262674;16,5995975855131;12;10,7
"200040574";11,1099977015646;10,1190259178851;30,5844675740592;44,2674675270332;81,8752630535903;22,8471560216079;21;4
"200040590";16,035924156207;12,2913498507187;30,5844675740592;55,754970710692;76,2359050251043;18,8217673489765;15;2,3
"200040624";14,3318117096091;7,66057805195365;53,030303030303;54,3844933412513;72,8636299152581;25,3564786112833;8;18,3
"200040657";13,6551496460902;8,43177213910517;53,9877300613497;55,5808033671708;82,3506286775986;21,5097402597403;15;25,1
"200040681";13,6113301292649;7,70541262405017;90;59,3103633969206;67,033604341205;23,4008097165992;10;7,90000000000001
"200040715";16,2800959900706;9,33141934052196;45,5032860601868;44,6073036454668;72,3045388444024;13,2040140202622;14;0,400000000000006
"200040764";14,1135683909093;6,49653720317502;38,4615384615385;52,5116982094587;75,8681776725602;14,5652173913043;5;23,1
"200040772";8,44392940397752;7,10685444513032;43,6688311688312;69,0303873849654;76,6308346086031;51,9266055045872;15;31,9
"200040798";14,7236313238227;5,29025993562456;40,301724137931;46,1666115242388;68,2358946355505;5,93368237347295;5;32,2
"200040814";11,9432800709892;6,16868373010156;36,0590778097983;58,8633988337461;74,0377381581243;44,5360824742268;21;22,5
"200040830";10,002412702662;5,09527565076371;75,1756440281031;60,6264552023427;73,7064398843473;49,0243902439024;14;26,7
"200040889";11,3677780222862;4,77019372387706;50,4975124378109;62,5490821958652;79,332022361332;56,6985645933014;12;22,3
"200040905";13,6922549468447;5,9532684451007;75,3472222222222;62,9762988056493;79,9852246284349;41,4110429447853;12;9,40000000000001
"200040947";11,9205596427821;10,6843223206811;39,4516374714395;57,9656395970701;84,38892298458;22,8053791557714;15;1,09999999999999
"200040954";9,11624448148533;10,5907758264393;75;57,7891735446987;84,7349396923936;25,4865616311399;19;4,7
"200041010";12,2379398101485;8,12927776471761;35,4694485842027;50,6252699186968;81,2135969685976;36,2130707251567;17;9,59999999999999
"200041051";11,6567291338145;3,85641687052446;75,1756440281031;61,2875758448669;79,789685911443;38,9671361502347;7;29
"200041150";13,1143197997486;5,8336913305654;44,1860465116279;64,9252505364305;84,1376452085866;40,6191369606004;10;19
"200041168";12,4581714435255;4,57785877826049;53,0357142857143;60,4341023089296;80,1490878193174;43,972602739726;7;29,5
"200041283";11,2267344973497;6,10527067951368;67,0081967213115;63,4077133915527;90,5945318660038;30,8791208791209;34;15
"200041317";13,7533039563436;6,67233246085535;30,6560392397302;53,5850812161307;68,7975307661817;14,6444192450996;8;6,8
"200041325";11,7468668982746;5,7278287016568;67,1494404213298;61,2190312046478;87,6257335670172;20,7855973813421;26;3,90000000000001
"200041333";10,9966095848334;7,23537159762622;43,436754176611;67,2222117755016;80,4046193687506;40,8740359897172;10;16,3
"200041366";11,3085624425372;6,22588000166573;44,2905509387504;49,4604513083437;84,2800663045374;26,8875611080934;11;10,4
"200041416";6,88432642944472;6,29675304865809;43,436754176611;69,2039307299123;77,9798626382635;46,5256797583082;7;33,3
"200041440";12,9987106253894;4,17297953293933;75,1756440281031;58,8708240069646;75,0010678838427;56,1038961038961;15;40,4
"200041465";10,2468715789979;6,49714021054645;60,9375;65,4379122359707;81,9677381532406;38,1294964028777;4;35,5
"200041499";9,74460067425349;8,12436260467933;25,56;56,8257028876326;88,2962716823219;29,7438330170778;18;9,40000000000001
"200041507";32,8647038399032;9,55332557767284;31,4285714285714;56,6506183853115;72,2669515380825;24,9720670391061;60;1,5
"200041515";15,6471780865206;9,70865387507552;28,2894736842105;59,4045160602508;83,5383660415624;26,7706013363029;17;6,59999999999999
"200041523";13,2535496249754;6,27444489296055;55,2123552123552;67,2975668840343;84,3418996551039;51,8617021276596;11;12,1
"200041556";11,8252621437759;5,04183694410481;50,609756097561;72,3467092089374;80,4828049739186;51,1363636363636;11;43,5
"200041572";11,8555742202847;3,92045785538367;53,0357142857143;63,1631411145145;59,4419584648951;49,0066225165563;10;33,8
"200041614";11,4035886738076;7,58781200772144;100;61,8729240993817;83,6744881329722;39,87090367428;20;3,5
"200041622";11,4571969040674;10,7533015440454;55,2232336367577;67,1425346144651;90,6655435608954;48,159509202454;15;40,5
"200041630";16,8391759106605;8,9637373708817;55,2232336367577;64,1124855089015;75,3863810469676;22,257806244996;8;1,3
"200041689";13,4020078092828;6,83651533850588;37,1764705882353;66,9905522289487;80,2289346883003;51,9889311656866;11;20,4
"200041721";12,2967809028372;8,93089350815284;56,3049853372434;71,5586867097614;81,9716622237185;31,7582417582418;10;7,40000000000001
"200041762";14,9882977678971;6,71789107040353;45,974025974026;61,1947620505593;74,2059812259355;18,9198144466534;9;7,8
"200041788";40,0385255674962;9,2001293405163;45,7543281121187;68,2116241107693;82,3305703292781;24,0015214910612;60;5
"200041853";9,90535851690707;9,92816434155088;53,4526854219949;59,5264166532127;93,098645648865;52,0383693045564;20;33,7
"200041861";11,993805587953;8,22410774890257;53,4526854219949;59,6341411738433;96,9154021753385;73,974358974359;17;28,5
"200041879";12,3380650813847;7,43257121391591;53,4526854219949;63,9413948074612;87,7427150535057;57,1637426900585;15;21,9
"200041887";11,8845887663621;8,42499282261178;41,8175720992622;52,7420843701583;80,0045604724349;63,6079249217935;32;26,9
"200041960";11,1248510417149;9,97157803386933;17,7147918511957;47,2497697616161;78,4878392938046;24,896265560166;23;0,400000000000006
"200041994";10,632478745442;8,10236120501409;46,0176991150442;58,8516891104715;84,9301897567561;14,5989974937343;14;3
"200042000";13,3622568693782;10,6749660217462;68,4210526315789;66,6398784792596;87,9596429513503;34,1488277268094;17;25,6
"200042174";14,7797617501713;8,13998264544598;51,3431706394249;55,7732089314811;73,3549137491286;12,8846351754657;15;2,3
"200042182";8,0883559673504;7,29852457422812;27,4576271186441;72,3129838712606;79,9430698675215;39,3333333333333;9;14,7
"200042190";17,1019995221522;12,9203112505383;74,5304282494365;65,9309836362817;81,6730764315747;22,7771010962241;15;0,0999999999999943
"200042372";11,990094971782;7,08051073327706;62,5463535228677;54,4078680152428;79,648095888922;40,672268907563;19;22,3
"200042414";8,31141403662881;7,95731945887624;36,6379310344828;67,8084916671311;83,5578135165859;34,8214285714286;18;11,2
"200042463";10,8028538829645;7,29669881382149;30,3298471440064;55,2781143501367;82,5211682803354;36,7847411444142;21;69,5
"200042497";11,7162083345803;10,7283461107389;56,0301507537688;48,4178945652709;78,8152421408045;23,4643734643735;20;1,59999999999999
"200042604";11,6728740178805;6,84875235124102;45,8801498127341;61,823140283337;75,782064010874;39,0507011866235;7;5,40000000000001
"200042620";9,32295972445086;11,7158381161122;43,9024390243902;62,6137545220094;91,3343098886498;44,3946188340807;16;43
"200042646";14,6092520547679;6,20815889697962;64,8514851485149;61,2728509175063;81,1595336267278;25,0325945241199;7;21,7
"200042653";13,7616629065509;6,15436655051394;51,2647554806071;59,4565444859787;83,1404634342209;22,5225225225225;12;20,6
"200042703";9,70090857791225;7,33158223386044;43,9024390243902;67,5223834322064;84,2612806218915;47,6056338028169;7;35,4
"200042729";11,3657727142169;8,86796921419558;34,9693251533742;70,8047637069627;75,8632141583227;39,1338582677165;9;6,59999999999999
"200042901";13,258720020585;9,40161057790045;33,0383480825959;57,3754372926633;81,8966939163208;17,2695951765719;13;2,40000000000001
